comment,sentiment
Nous sommes allés au restaurant le W pour fêter l'anniversaire de notre fille et y avons passé un très bon moment. L'accueil a été chaleureux. Le brunch était très varié de de qualité avec un plat chaud et savoureux servi à table. Je recommande vivement.Plus,Positive
Restaurant chinois spécialisé dans les nouilles de la région de Lanzhou servies sautées ou en soupe. C'est une cuisine très simple mais savoureuse. On m'a trouvé une place bien que je n'avais pas réservé. Le gros plus de ce restaurant près des théâtres c'est qu'on...Plus,Positive
Pour y avoir dîné une seule fois en couple je peux dire que nous n'avons pas été déçus. L'accueil est chaleureux le service excellent la cuisine de caractère. Avis aux amateurs de poisson : la cuisson du cabillaud est juste PARFAITE ! En ce qui...Plus,Positive
Je n'y avais pas mis les pieds depuis 26 ans et si j'avais su je n'aurai pas récidivé ! La cuisine est moyenne sans saveurs particulières ni originalité. Les tables et fauteuils ont changé à savoir moderne. En revanche la disposition des tables est toujours...Plus,Negative
Ravie de retrouver les brioches préparées à la minute que j'ai découvertes à Prague. La formule gouter à 7€ est parfaite ! Cappuccino délicieux J'y retournerai pour tester la version salée,Positive
Je suis déjà venu dans ce restaurant et l'avais apprécié j'en ai parlé à ma fille et j'ai voulu lui faire découvrir. Grand mal m'en a pris. Le serveur n'a fait que des gaffes avec tous les clients il avait du faire la fête la...Plus,Negative
La deco nous a attirées les plats nous ont convaincues. Marc Antoine et son equipe sont au petit soin. Ambiance cosy quartier agréable. Tout juste !,Positive
Il n'y avait pas trop de monde car nous y sommes arrivés tôt dans la soirée. Le plat de fruits de mer j'ai commandé n'était pas ma tasse de thé mais à part cela tout était délicieux et aussi à un prix raisonnable. Le personnel...Plus,Positive
Nous avons séjourné dans cet hôtel pour le petit déjeuner après avoir lu les commentaires très bien dans cet hôtel. Je dois dire que c'était un assez médiocre et décevant. Crêpes étaient secs et moyen. Le service n'était pas sympa non plus. C'était assez décevant,Negative
Dîner menu découverte on ne choisit pas mais ce n'est pas un souci. Tout est délicieux les mets sont raffinés et savoureux. Les portions sont idéales pour pouvoir profiter de tout! L'accueil est très agréable. Le seul hic est la décoration la salle est froide...Plus,Positive
Addition trop salee pour une cuisine aussi infecte! Le cadre est certe depaysant. Doit on meriter ce genre de service a deux pas des champs Elysees? Personnel desagreable incompetent service trop long et mal fait Viande d'une odeur bizarre et un Chirashi HORS DE PRIX!...Plus,Negative
Tout est dans le titre!! Je suis sorti ravi de ce restaurant qui sert des burgers et des hot-dogs végétariens. Les burgers sont goûteux et vraiment délicieux et les frites sont un régal. Le personnel est sympathique et l'attente est courte. Bref je reviendrai!!,Positive
Le menu dégustation abordable et incroyable permet de découvrir le talent de ce jeune chef .. huitres gnocchi cochon soufflé au chocolat..j'y retourne dés que je peux...la carte des vins et champagne est belle et raisonnable. Un grand merci à toute l'équipe à bientôt.,Positive
les plats ont vraiment recherché c'est tres agreable a la vue comme au gout... avec un large choix de bons vins la deco et sobre le personnel est vraiment attentionné tout etait parfait un peut chere mais la qualité est vraiment la ! je recommande...Plus,Positive
J'y suis allée plusieurs fois à midi afin de tester plat du jours et différents plats. La cuisine n'a rien d'exceptionnelle pour le tarif. C'est fort cher pour la qualité des produits et du service (personnel pas sympa du tout) on ne vous accueille pas...Plus,Negative
Excellent service mais plus important: excellente cuisine!! Les plats sont à l'hauteur des attentes aussi surprenants que délicieux. Coup de coeur pour les légumes d'hiver et le dessert: le mariage du chocolat et agrumes est sublime. En plus très belle déco sobre et moderne. À...Plus,Positive
En total découverte nous avons trouvé ce restaurant... un plaisir des yeux de part le sourire un plaisir en bouche de part les repas .... Même si vous etes cales prenez un dessert maison ils sont au Top!,Positive
Les crêpes sont délicieuses généreuses et visiblement élaborées à partir de produits frais. Le personnel est adorable. Excellent rapport qualité/prix.,Positive
Hors de prix pour une mauvaise expérience Dans le sashimi il y avait deux type de thon différents on n à retourné une salade de gambas “en plastique” qui étaient noir à l intérieur après avoir j commande un yakitori de poulet on m’a servi...Plus,Negative
De l’accueil au décor en passant évidement par l’assiette et le service : tout était parfait. L’équipe du service a su mettre en exergue la cuisine d’exception du Chef. L’accueil était top : professionnel sincère et pas trop guindé. Les assiettes étaient un enchantement gustatif...Plus,Positive
N'étant pas un habitué de ces grands restaurants étoilés je ne peux que marquer mon émerveillement devant tant de luxe de raffinement et de professionnalisme. La finesse des plats et la qualité des produits (foie gras ris de veau cochon de lait) n'a d'égale que...Plus,Positive
Nous avons dîner le vendredi 26 mai ( table 06/1) avec des amis au 114 Faubourg. Aucune critique sur la qualité des plats effectivement c'est excellent. Je n'en dirai pas autant du service: - Nous n’étions pas encore assis à la table ( debout) que...Plus,Negative
un service irréprochable  même les stagiaires sont très pros et tous le monde est aimable. Le cadre est très agréable l ambiance est intimiste  les tables sont éloignées les unes des autres. J ai pris un menu avec des amuses bouches le aux...Plus,Positive
Nous avons été si vous hésitez ça vaut peut-être le coup pour prendre un petit déjeuner complet et une tenue vestimentaire/chaussures pendant ce séjour juste pour un déjeuner - et il en valait vraiment la peine pour ce séjour. C'est exactement ce à quoi nous...Plus,Positive
Entrée artichauts mozzarella et truffes c'était bon. Puis mulet noir très très bon quasi de veau et champignons délicieux. Dessert chocolat avec de la betterave j'ai été surprise parce que c'est inhabituel mais ça se marie tres bien. Nous avions pris l accord met vin...Plus,Positive
Nous cherchions une crêperie pour passer un moment sympa entre filles. Les crêpes sont bonnes mais la carte reste assez basique. Finalement déçue par le cadre qui est vraiment très petit. Je n’y retournerai sûrement pas même si les produits reste correcte je reste sur...Plus,Negative
un regal restaurant tres fin cuisine impecable personnel tres soigne. envie de revenir tres tres vite,Positive
Très bon restaurant ! Accueil chaleureux par les serveurs bonne nourriture. Je recommande fortement le restaurant !Plus,Positive
Je ne peux parler des plats car nous n'avons pas eu l'opportunité d'intéresser les serveurs !! Après avoir attendu un bon moment pour que l'on daigne nous donner les cartes nous avons dû attendre encore plus longtemps pour venir prendre les commandes. Nous avons interpellé...Plus,Negative
En déplacement sur Paris j'ai tout de suite trouvé l'ambiance agréable dans ce petit restaurant. Le serveur est de bon conseils sur les vins et les plats et le service est plutôt rapide. La présentation des assiettes est alléchantes et la qualité est là !...Plus,Positive
Quel plaisir de célébrer un anniversaire au restaurant Gabriel!! Nous étions assis à une jolie table spécialement décorée de pétales de roses pour l'anniversaire de ma compagne. L'ensemble du menu préparé par le chef Jérôme Banctel nous a égayé les papilles du début à la...Plus,Positive
La qualité du service et de la cuisine n'ont cessé de se dégrader depuis 3 ans. La nourriture reste relativement correcte mais de tels prix ne sont pas justifiés. Nous avons attendu 45 minutes pour être servis et ce sans aucune excuse de la part...Plus,Negative
Une ambiance très chaleureuse et décontractée. Des plats aussi beaux que succulents. Une mention très spéciale pour l'os à moelle magnifique plat signature qui tient toutes les plus belles promesses.,Positive
Très bonne adresse que ce petit restaurant cambodgien qui sert une cuisine authentique et pleine de saveur. L'accueil est très chaleureux et le rapport qualité prix très bon. Nous y retournerons très rapidement et le conseillons vivement. Vous pouvez aussi profiter des plats à emporter.,Positive
Ce restaurant convivial avec une ambiance chaleureuse un service rapide vous offrira pour un excellent rapport qualite-prix un repas d'exception! Aussi bien le midi avec sa formule rapide entree+plat ou plat+dessert ou le soir pour y deguster les plats a la carte recherches et joliment...Plus,Positive
Une petite salle au fond d’une ruelle du 4ieme Décoration contemporaine sobre Un accueil et un service sympathique et efficace Menu en plusieurs services conçu par le chef Des plats gouteux originaux cuisson parfaite et assaisonnement juste. Tout est fait maison même le beurre crémeux...Plus,Positive
"Je suis aller au grand colbert mercredi soir avec mon mari  sa sœur et son frère  nous avons été accueillie par un monsieur avec des lunettes (sûrement Maitre d'hôtel ou "" responsable "" ) j'ai été outrés par sa non chalance  je...Plus",Negative
Délicieux de l'entrée au digestif ! La qualité est au sommet ! Service au top Avec des serveurs très souriants ! Vraiment très bon moment. Je recommande!,Positive
Nous sommes venus le 6 décembre pour l'anniversaire de mon compagnon  j'avais réservé plusieurs semaines auparavant. Nous avons pris le grand menu avec accord mets/vins. On nous a servi le dessert avant le fromage.... Sans une remarque ni excuse ni au moment de l'erreur...Plus,Negative
J'ai été déçue surtout qu'en général les avis de TripAdvisor sont plutôt fiables. Il est vrai que le quartier regorge d'endroits très chers et probablement de qualité assez moyenne pour les prix affichés. L'accueil est effectivement chaleureux. Néanmoins nous nous sommes retrouvés avec des sandwichs...Plus,Negative
Très cher et très bon. Il y a tout ce qu’on attend d’un palace et f’un 3 étoiles. Pas pour tout le monde!Plus,Positive
Grosse déception...Nos papilles sont vraiment déçues. À part l’entrée rien n’était à la hauteur de l’attente. Manque totale d'équilibre dans les saveurs. Le foie gras était bon mais ses accompagnements écœurants. Les accompagnements du poisson étaient sans finesse: trop fort en yuzu. La viande de...Plus,Negative
Accueil parfait conseils avisés une cuisine italienne goûteuse. Délicieuse soirée dans ce petit resto réservation fortement conseillée.,Positive
super le restaurant lieu accueillant et très élégant. on reviendra avec plaisir pour le régal des papille pupilles palet et la convivialité du palais:-),Positive
nous sommes allés hier chez Mobster pour tester leurs burgers mob et duke. les assiettes arrivent plutôt plateaux ma copine me fait remarquer qu'il n'y a pas de cheddar sans trop faire attention je remarque plus que le pain était plus gros que le steak....Plus,Negative
"Menu ""surprise"" et unique composé par le chef belle succession de plats exquis intéressants et beaux à voir  cuissons parfaites  et une carte des vins composée d'une sélection pertinente et abordable agrémentée des bons conseils d'un sommelier avisé le tout dans l'ambiance réservée...Plus",Positive
Non seulement les bagels sont incroyablement bons les recettes variées et originales mais en plus l'équipe est tout simplement extraordinaire. Le tout dans un ça dans un cadre agréable cois et la bonne humeur!,Positive
nous etions 4 et sommes presque tous restés sur notre faim les entrées au homard etait digne d'amuse bouche (on s'attendait a de jolies pinces de homard avons eu de jolis petits ramequins avec deux mini morceaux de homard) erreur de service en quantité (position...Plus,Negative
Une petite pizzeria de préférence à emporter qui délivre des pizza d'excellente qualité. Les produits sont frais la pâte est succulente. Bref enfin une pizzeria qui n'est pas une pâle contrefaçon de la spécialité italienne.,Positive
J'ai été très enthousiastes à l'idée de manger là-bas. J'avais entendu dire que le poulet rôti était incroyable. Tout ce que le serveur nous a suggéré était la plus chère que sur le menu. Nous avons dû attendre 45 minutes pour la soupe à l'oignon....Plus,Negative
Cuisine raffinée produits de qualité service très agréable. Formules le midi. Une adresse à garder !,Positive
Arrivé la journée même  application the fork pour regarder ce Qu il y a autour de moi  et je tombe sur ce resto ... que dire à part magnifique ! Le coup de bol total ... menu 3 service  je ne vais...Plus,Positive
Super cadre supers pizzas super service (super mémoire) super picon bière super tiramisu et super myrtilles. Mamma mia é molto buono ! #TeamKangourou,Positive
En entrée j'ai pris les langoustines certe en carpaccio c'est délicieux. Par contre pourquoi il mettre une crème trop forte pour tuer le gout ? En plus il devait y avoir 10 fois plus de crème que de langoustine. Pour le plat un lièvre à...Plus,Negative
Pour notre fils parisien c'était la troisième visite il a voulu faire découvrir ce lieu à ses parents ex restaurateurs et étoilés Michelin pendant trente années . Nous avons bien apprécié l'ambiance détendue autant courtoise que bon-enfant et tellement éloignée de celle empesée et étouffante...Plus,Positive
Très bon restaurant cuisine haut de gamme service très aimable et efficace. La cuisine est traditionnelle et raffinée !! Mérite son étoile !!! Bonne adresse dans le 8ème !,Positive
Ce resto est un petit bonheur à noter dans son agenda. On y est allé en semaine à midi et on a bien profité du menu buffet à volonté à13€! L'accueil est vraiment chalereux et on est suivi avec des explications sur les plats et...Plus,Positive
Seconde aventure pour un diner chez Lucas Carton et l'éblouissement fut présent. Au choix une nouvelle fois le menu dégustation (179€ avec les vins) Et sincèrement c est une table d'excellence. Pour avoir déjeuné il y a 15j au Pré Catelan (à la carte) nous...Plus,Positive
Le serveur parait tres agassé de nous servir voir ne repond pas a nos formules de politesse la soupe c etait de l eau chaude aromatisee le plat etait ok mais le dessert c etait une blague tiramisu c etait de la mousse et non...Plus,Negative
service pas a la hauteur . entrée encornets sans interet avec une espèce de purée de pois ou fèves fadace plat sol servie avec des cêpes brulés avec des bouts d'ail noir carbonisés donnant un mauvais gout de brulé a l'ensemble . le ponpon une...Plus,Negative
C'était ma 3ème visite chez Pierre Gagnaire cette fois-ci dédiée à la carte chasse Nous avons commandé un lièvre qui nous a été servi pour deux en trois services : d'abord les rables ensuite préparation à la royale et pour finir en crépinettes : inoubliable...Plus,Positive
Restaurant qui ne mérite pas son étoile. Cuisine sympathique mais dont les saveurs ne sont pas exceptionnelles. Le service n'est pas à la hauteur d'un établissement de cette catégorie (on ira jusqu'à nous reprendre une assiette de fromage servie et commencée car elle était trop...Plus,Negative
Toujours classé parmi les meilleurs couscous de Paris il est vrai que le bouillon est fameux. Pour en avoir fait de nombreux autres celui-là est effectivement bien placé dans mes favoris. Un petit regret la viande pourrait être un soupçon supérieure et on serait au...Plus,Positive
La cuisine gastronomique est raffinée subtile. Les mets sont savoureux et le personnel est à vos petits soins. Une belle expérience gustative. Une des plus grandes et meilleures cave de Paris. Trois sommeliers savent parfaitement faire correspondre vos plats vos désirs et vos moyens. Addition...Plus,Positive
Nous avions fait une réservation pour la fin de service à 14H et tout partait bien... mais lors de notre commande pour 4 menus dégustation on nous a sèchement dit qu'il était trop tard pour cela ! La carte et rien d'autre et encore ce...Plus,Negative
La nouvelle carte est encore meilleure que la précédente. Le tartare d'écrevisse ou le mille feuille de Kobé sont à tomber. Le risotto de saint Jacques est aussi un incontournable. Enfin pour les amateurs de bonne viande vous trouverez incontestablement votre bonheur parmi une sélection...Plus,Positive
J'ai réservé ce restaurant sur les conseils d'une collègue et je n'ai pas été déçue d'autant que je n'aurais pas pu le trouver par hasard (la devanture ne ressemblant pas à une entrée de restaurant on a tendance à ne pas trouver du premier coup...Plus,Positive
C'est une toute petite brasserie d'une dizaine de tables. Dès qu'on pousse la porte on oublie le tumulte du boulevard et on est apaisé par la musique. L'accueil est chaleureux. La carte est il est vrai limitée mais c'est parce que tout est fait maison....Plus,Positive
Superbe restaurant traditionnel! Accueil irréprochable et cuisine exquise. Un réel plaisir de decouvrir la cuisine Iranienne avec de tels saveurs... Je recommande vivement ce restaurant et j'y retournerai dès que possible :D,Positive
Ma deuxième visite en 3 jours et c'est toujours aussi agréable et excellent. Des crêpes originales et bien garnies. Merci je reviendrais.,Positive
Service attentionné rapide et de qualité Pour la nourriture divin ! Bœuf de Kobe un délice Et l entrecôte de bœuf (300g) avec ses 3 sauces exquis Le moelleux aux chocolat (70% de cacao) un régale Je conseil grandement ce restaurant,Positive
Nous avons pris un grand plaisir à manger dans ce restaurant. Le cadre est un peu austère mais le menus est très bon et les viandes sont exceptionnelles ! Il y a des très bonnes bouteilles de vins au choix pour lesquelles il faut par...Plus,Positive
Les plats sont excellents et le service à la hauteur! Laissez-vous séduire par le sommelier qui saura vous faire déguster des petites merveilles ! Petit bonus l’huile d’olive qui est à tomber,Positive
Nous sommes allés en famille  nous étions 6  fan de restauration indienne  j avoue que j ai été agréablement surprise ... les plats étaient très bons  la qualité au rdv  un des meilleurs restaurant indien que j ai pu faire...Plus,Positive
Pour un menu à deux à plus de 150 Euros avec un seul verre de vin les prestations étaient moyennes la nourriture quelconque les portions minuscules le tempura j'en ai magné mieux et les sushi/makis pire que ceux de mon quartier. Les serveurs empressés à...Plus,Negative
Nous avons passé un très bon dîner dans ce restaurant chaleureux. Rien d'extraordinaire il n'y avait pas trop de monde un jeudi soir. Le serveur nous a fait nous sentir comme à la maison et je ne vois rien de négatif à dire la cuisine...Plus,Positive
Resto délicieux cuisine somptueuse très bon. Très belle carte des vins 🍷 Cuisine raffinée et maîtrisé. ✅ Nous avons passé une soirée parfaite. MerciPlus,Positive
Sans aucun secret prenez de bons produits et vous obtiendrez de bon Burgers. Le French Connection Au Bleu d'Auvergne était vraiment excellent. Pour 11€ la formule c'est une très bonne adresse.,Positive
Nous sommes allés chez Bachir l'estomac plein d'espoir après toutes les critiques dithyrambiques d'autant plus que je suis un amoureux des pistaches. Et là surprise pour chacun... Les glaces ont peu ou pas de goût! Et pourtant nous avons pris six parfums. Impossible de différencier...Plus,Negative
La qualité de la nourriture et la qualité du service n'a pas baissé depuis que nous avons mangé dans ce restaurant un peu plus d'un an. C'est vraiment une excellente nourriture. Je ne crois pas besoin d'en dire beaucoup plus. Si à Paris aller manger...Plus,Positive
Nous avons pris la balade gourmande qui est le menu dégustation du Cinq. Commençons par les points qui requièrentselon moi certaines améliorations. Nous avons eu les amuse bouche bien avant notre apéritif ce qui nous a obligé à patienter avant de pouvoir les déguster. L’attente...Plus,Positive
Si vous aimez que la restauration raffinée et simple se retrouve dans votre assiette comme à la maison cet endroit est fait pour vous. Vincent sera vous mettre à l'aise et vous écouter selon vos envies du moment. La formule dégustation est parfaite pour découvrir...Plus,Positive
La nourriture n'a vraiment rien d'extraordinaire le gout est adapté au palais européen pour les amateurs de cuisine indienne fuyez ! Les portions sont ridicules 3 vulgaires morceaux de poulets pour le poulet massala noyé dans une sauce insipide. Je dis NON et pourtant j'ai...Plus,Negative
Resto de mon quartier rue Eugène Jumin Paris 19eme Ambiance chaleureuse sympa où on y mange de très bonnes pizzas faîtes avec de bons produits frais bon service pas beaucoup d'attente personnel très sympa et a l'écoute du client si je devais donné une note...Plus,Positive
Nous sommes venus dîner avec mon compagnon au 114 Faubourg par hasard et ce fut un repas merveilleux du début à la fin. L’accueil chaleureux du Directeur de Salle Patrice Jeanne et de son équipe de jeunes professionnels motivés et souriants. Le restaurant vous transporte...Plus,Positive
Nous sommes allés manger un dimanche midi. Le restaurant est atypique vous allez avoir l’impression d’être dans des petites rues de Tokyo. Nous avons pris 2 petites entrées à partager : excellente ! Mention particulière pour la salade d’algue Le plat est servi rapidement. Les...Plus,Positive
Soirée unique aux saveurs multiples. Un délice pour les yeux et les papilles. Nous avons été enchanté par la gentillesse du service et la très grande qualité gustative des plats depuis l’entrée jusqu’au dessert. Excellent choix des vins. Je recommande vivement.Plus,Positive
Rien à dire!! de belles réalisations une équipe jeune dynamique et professionnelle! Nous sommes ravis d'être venue dans ce restaurant! continuez,Positive
Après un escape game en famille nous recherchions un restaurant sympa dans le coin et avons trouvé les Fines Lames. Nous nous sommes régalés avec les burgers et la viande selon nos commandes. Et en ne prenant qu'un plat principal et 2 verres de vin...Plus,Positive
Hors pair pour les amateurs de viandes de très grandes qualités  service irréprochable  personnels attentifs au petits soinPlus,Positive
Le cadre est franchement bien... Vu sur la tour Effeil intérieur soigné... Faute de gout sur les fausses bougies... Le personnel est très peu attentionné... Peut être que cela s explique par le fait que le chef était vraissemblablement absent ce jour là. Nous avions...Plus,Negative
Tout ce qu’on doit attendre d’une (très) bonne adresse : un accueil charmant un menu équilibré et raffiné un prix raisonnable (48€ le premier menu) une carte des vins de haute tenue des conseils judicieux et un service impeccable. Deuxième fois en 3 mois et...Plus,Positive
Je suis breton et je suis très régulièrement déçu par la qualité et le prix des crêpes sur Paris. Chez Suzette les ingrédients sont de qualité et les crêpes sont excellentes. Il y a un vrai soin qui est apporté au choix des ingrédients aux...Plus,Positive
Quelle déception !!! Nous nous attendions vraiment à autre chose... Accueil agréable et décoration sympa mais ce sont les deux seuls points positifs de cette expérience. Vous mangez dans l’obscurité vous entendez à peine la personne qui est en face de vous et ce qu’il...Plus,Negative
Une excellente adresse et des prix tout à fait corrects pour Paris. Accueil souriant ambiance sympa et très bonnes crêques. A deux pas du salon des expositions Porte de Versailles.,Positive
Juste parfait! Accords des mets et des saveurs superbes. Et en plus un service impeccable! Ce restaurant mérite d'être connu.,Positive
C'était la première fois que non allions chez Michel Rostang. Déjà on nous a servi 2 coupes de champagne éventé (une fin de bouteille) et il a fallu réclamer 2 nouvelles coupes. Quant on a voulu changer l'un des plats du menu gastronomique le maitre...Plus,Negative
Le Grand Colbert on y va pour le cadre pour son ambiance et peut-être aussi pour sa proximité avec le jardin du Palais Royal mais pas pour la cuisine... La carte ne change pas et beaucoup de plats ne sont pas faits maison. Exemple avec...Plus,Negative
Je suis venue avec une amie Nous avons attendu 20 mn pour attendre la prise de commande. Puis ma boisson n'est jamais venue  et j'ai du la réclamer 2 fois. Ils avaient la flemme de nous expliquer les gâteaux ( au nombre limité de...Plus,Negative
Très bon accueil sympathique souriant. Assiettes bien étudiées. Bon vins. Belle Déco Musique au top. Bref tout est fait pour que vous passiez une belle soirée. Jusqu’à.... Jusqu’à ce que quelqu’un du staff vienne vous demander de partir pour accueillir le service suivant... Plus de...Plus,Negative
On se moque clairement du monde. Ce monsieur est un prétentieux incompétent voilà tout et peu importe son passé on sen contrefou. Diner pour mes 40 ans ce jour le 27 juin invite par mon épouse qui réserve sans me le dire 2 mois a...Plus,Negative
On ressort d'ici avec une grande impression de gâchis. Le cadre se prête pourtant à une potentielle réussite mais le service n'est pas à la hauteur (on manque toujours de quelque chose du pain à l'eau les plats ne sont pas servis en même temps)....Plus,Negative
Très bonne formule le midi avec un rapport qualité prix en dehors du commun à Paris. Plats goûteux et bien servis. Accueil discret et sympa. Des gens sérieux et qui offrent un service de qualité.,Positive
Nous avons lu les merveilleuses critiques ici alors que nous avions prévu de manger ici pour le déjeuner ou le dîner. Nous avons vérifié leurs horaires en ligne donc nous avons pris le métro pour déjeuner et pourtant ce n'était pas ouvert. Même si les...Plus,Negative
Je suis allée déjeuner la semaine dernière et j'ai été bluffée par le professionnalisme le service absolument parfait du début à la fin et le nombre de personnes au service des clients. J'ai aimé l'ambiance élégante et raffinée de plus le menu du déjeuner est...Plus,Positive
A lire tous ces avis dityrambiques nous avons mon épouse et moi l'impression de ne pas avoir mangé dans le même restaurant. Lorsque l'entrée se limite à un oeuf mayonnaise ou une maigre salade accompagnée de 3 petits foies de volaille insipides en dessert un...Plus,Negative
Restaurant assez médiocre comparé aux autres restaurants 3 étoiles de Paris. Accueil très moyen du personnel. Pas de maître d'hôtel pour nous demander nos intolérences et nos souhaits. Regard hautain et arrogant des serveurs. Petites réflexions ou plaisanteries? que nous avons mal pris. Nous avions...Plus,Negative
De bons plats assez copieux vite remplis même en semaine par des parisiens aussi et touristes. Décor simple mais plaisant accueil attentionné et rapide.,Positive
"Qui disait le sommelier absent? Il est prévenant de bon conseil et règne sur une cave magnifique et à un prix étonnamment raisonnable compte tenu de la qualité des ""flacons"". La cuisine quant à elle est à la hauteur de ses deux étoiles. Ma grande...Plus",Positive
d abord l entrée  puis le 6ieme etage quand on vient de province  tout cela est tellement fabuleux . service  carte  tout est parfait le visuel (cuisine et terrasse ) et le visuel des plats : super  les plats magnifiques...Plus,Positive
Bonne table cuisine de qualité et belle carte des vins. Dommage que le serveur ne soit pas disponible et que nous ayons l’impression de le déranger.,Negative
Environ six mois après ma dernière visite chez Kodawari je me décide d'y retourner avide de retrouver l'excellent goût du kugorawa. Et la déception fut totale. J'ai été reçu par une personne qui ne dit pas bonjour (impensable auparavant) et demande immédiatement le nombre de...Plus,Negative
"Vous souhaitez voir la tour Eiffel scintiller: allez-y! Vous souhaitez rencontrer le chef: allez-y ! Vous souhaitez bien manger: là s'arrête le rêve... Des mises en bouche au dessert notre menu gastronomique s'est révélé être un menu castratophique. Comment les critiques ""officielles"" peuvent elles créditer...Plus",Negative
Tout était parfait ! Les plats sont délicieux le lieu agréable le service est excellent. Merci beaucoup à Asif !,Positive
Je suis furieux de cette soirée absolument gâchée! 1) réservation très compliqué via le concierge Amex qui finalement nous confirme la table le jeudi pour le samedi. 2) Ma 6e fois dans cet établissement qui faisait parti de mes lieux privilégiés et préférés à Paris!...Plus,Negative
Bien que le cadre soit très neutre et que l'on ait la désagréable impression de diner en sous sol l'Abeille est un excellent restaurant étoilé parisien.Le service est discret mais efficace. Le personnel est exterminent sympathique. Ce que le chef propose est superbe. Un très...Plus,Positive
Ne peux que confirmer et répéter mon avis de 2015 chaque visite reste un enchantement un bon très bon moment la cuisine le service les goûts  les saveurs les vins ... Allez cette année je mets le sourire l'élégance la gentillesse et l'humour de...Plus,Positive
"Reservation faite sur Internet à 15h pour 21h30 Confirmation par mail et tel à 21h30 acceuillis comme des chiens dans un jeu de quilles "" une reservation par Internet? Ha bon...attendez là...je vais voir""!!! apparemment gestion des resa par internet inexistante acceuil plus que ""limite""...Plus",Negative
Une viande de grande qualité et une bonne exécution rien a redire. Accueil sympathique et chaleureux. La maison mérite d'être connue et reconnue ! Petit bémol sur la panna cotta qui avait trop d'agar agar,Positive
La serveuse n’était pas aimable il y avait un peu de monde elle a voulu nous desservir 4 fois alors que nous n’avions pas terminé notre assiette. Elle rechignait à nous apporter une carafe d’eau. Même si les sushis était bon le service n'était pas...Plus,Negative
nous nous sommes rendus dans cet etablissement un dimanche tot apres un spectacle. nous avons été agréablement accueillis par l'equipe. notre serveur etait des plus sympathiques et apres avoir un peu discuté de nos visites parisiennes nous avons pu commander. apres 2 jours de restaurants...Plus,Positive
Une cuisine creative raffinée etonnante. Un conseil:rester sur des plats de la mer. Caviar merveilleux. Bonne cave. Dessert aussi raffiné que les plats. Un service parfait. Bref un sans faute. Un restaurant qui merite sans reserve le detour.,Positive
Ds notre arrivee nous avont senti que nous avions affaire à des passionnés ! La proximité le professionnalisme et le sourire des serveurs ont fait de ce restaurant un endroit chaleureux et rassurant. Laissez vous seduire par la carte blanche le chef sait attiser votre...Plus,Positive
C'est un restaurant médiocre qui se prend pour un autre. Les prix sont incroyablement hauts pour la quantité et l'originalité. Comment accepté de paye 38€ pour 3 asperges en entrée et plus de 70€ pour 2 tout petit morceaux de turbot. Non sérieusement ce restaurant...Plus,Negative
Très belle soirée à la verrière ! Nous y sommes allés pour fêter notre anniversaire de mariage . Nous y avons passé un très bon moment: les plats sont excellents ( originaux raffinés ...) le service est au top  le décor est vraiment réussi...Plus,Positive
Nous avons été attiré par ce bar du fait de la devanture un peu décalé et de l ambiance latino affiché. Nous avons été déçus la musique est commerciale et sans rapport avec l ambiance affiché. Gros point noire à 9.50 les cocktails ceux ci...Plus,Negative
Nous devions tester le tea time du Ritz mais il était complet donc nous avons essayé le petit-déjeuner déjeuner américain au restaurant l'Espadon et nous ne regrettons absolument pas. Le cadre est magnifique le personnel parfait présent mais sans ostentation. Le petit-déjeuner est superbe avec...Plus,Positive
Ayant fait une réservation en semaine nous arrivons pour dîner à 20h30 à 8 personnes. Nous découvrons que notre réservation a été enregistrée pour 23h30 alors que nous avions confirmé 2 fois. Cette situation ne semble absolument pas atteindre le personnel : nous sommes reconduits...Plus,Negative
Très déçu de notre soirée au restaurant voici notre conversation avec le directeur de salle toute aussi décevante. C'est avec une immense déception que je transmets ce message Avant toute chose sachez que je suis un épicurien angevin qui passe son temps à chercher de...Plus,Negative
"Un vrai régal dans les assiettes avec notamment de très heureuses associations entre poissons et végétaux. Le seul bémol serait pour le dessert ""Pomme glace vanille vin de noix"" dont la teneur en sucre étouffe légèrement les autres arômes pourtant très bien choisis. Pour ce...Plus",Positive
Les gens font la queue parce qu’ils voient une queue... c’est ridicule! Ce snack n’a aucune hygiène les messieurs touchent l’argent et préparent les crêpes en même temps. Toucher de la monnaie en permanence puis toucher le jambon les morceaux de fromages la crêpe etc......Plus,Negative
Nous avons vraiment apprécié notre dîner dans ce restaurant et n’avons vraiment pas été déçus. Le menu en 7 plats est varié et succulent. Les portions sont suffisantes pour tout apprécier jusqu’au bout. Les vins sont également de très bon niveau et le prix du...Plus,Positive
L'accueil au BOUTARY est chaleureux. Le menu déjeuner à 35 euros est d'un excellent rapport qualité-prix: - entrée: un thon délicieusement fondant - plat: une canette aux légumes italiens à la cuisson maîtrisée - dessert 1: un gâteau à la mandarine savoureux (mousse légère éclats...Plus,Positive
Le 114 c'est un restaurant où l'on va et où l'on revient .... Le service est juste parfait même en l'absence du grand Mr Jeanne son équipe est là. Etre un grand Directeur de Restaurant c'est aussi ça faire grandir son équipe et déléguer. Même...Plus,Positive
